日期,幣別,即期買入匯率,即期賣出匯率
20211005,AUD,20.17,20.37
20211005,CAD,22.03,22.23
20211005,SGD,20.46,20.64
20211005,CHF,29.96,30.21
20211005,JPY,0.2491,0.2531
20211005,ZAR,1.81,1.89
20211005,SEK,3.15,3.25
20211005,NZD,19.29,19.49
20211005,THB,0.8101,0.8501
20211005,EUR,32.14,32.54
20211005,CNY,4.3,4.35
20211004,USD,27.805,27.905
20211004,HKD,3.547,3.607
20211004,GBP,37.6,38
20211004,AUD,20.14,20.34
20211004,CAD,21.97,22.17
20211004,SGD,20.43,20.61
20211004,CHF,29.82,30.07
20211004,JPY,0.2486,0.2526
20211004,ZAR,1.824,1.904
20211004,SEK,3.14,3.24
20211004,NZD,19.26,19.46
20211004,THB,0.8094,0.8494
20211004,EUR,32.15,32.55
20211004,CNY,4.291,4.341
20211001,USD,27.81,27.91
20211001,HKD,3.548,3.608
20211001,GBP,37.31,37.71
20211001,AUD,19.97,20.17
20211001,CAD,21.79,21.99
20211001,SGD,20.41,20.59
20211001,CHF,29.76,30.01
20211001,JPY,0.2485,0.2525
20211001,ZAR,1.816,1.896
20211001,SEK,3.13,3.23
20211001,NZD,19.08,19.28
20211001,THB,0.8129,0.8529
20211001,EUR,32.06,32.46
20211001,CNY,4.307,4.357
20210930,USD,27.8,27.9
20210930,HKD,3.546,3.606
20210930,GBP,37.26,37.66
20210930,AUD,19.97,20.17
20210930,CAD,21.81,22.01
20210930,SGD,20.38,20.56
20210930,CHF,29.69,29.94
20210930,JPY,0.247,0.251
20210930,ZAR,1.802,1.882
20210930,SEK,3.12,3.22
20210930,NZD,19.08,19.28
20210930,THB,0.8084,0.8484
20210930,EUR,32.12,32.52
20210930,CNY,4.28,4.33
20210929,USD,27.745,27.845
20210929,HKD,3.541,3.601
20210929,GBP,37.4,37.8
20210929,AUD,20.06,20.26
20210929,CAD,21.82,22.02
20210929,SGD,20.39,20.57
20210929,CHF,29.79,30.04
20210929,JPY,0.2478,0.2518
20210929,ZAR,1.814,1.894
20210929,SEK,3.13,3.23
20210929,NZD,19.23,19.43
20210929,THB,0.8067,0.8467
20210929,EUR,32.23,32.63
20210929,CNY,4.27,4.32
20210928,USD,27.72,27.82
20210928,HKD,3.537,3.597
20210928,GBP,37.79,38.19
20210928,AUD,20.1,20.3
20210928,CAD,21.89,22.09
20210928,SGD,20.4,20.58
20210928,CHF,29.78,30.03
20210928,JPY,0.2476,0.2516
20210928,ZAR,1.805,1.885
20210928,SEK,3.14,3.24
20210928,NZD,19.31,19.51
20210928,THB,0.8085,0.8485
20210928,EUR,32.26,32.66
20210928,CNY,4.274,4.324
20210927,USD,27.665,27.765
20210927,HKD,3.53,3.59
20210927,GBP,37.73,38.13
20210927,AUD,20.02,20.22
20210927,CAD,21.83,22.03
20210927,SGD,20.38,20.56
20210927,CHF,29.7,29.95
20210927,JPY,0.2482,0.2522
20210927,ZAR,1.802,1.882
20210927,SEK,3.15,3.25
20210927,NZD,19.32,19.52
20210927,THB,0.8121,0.8521
20210927,EUR,32.21,32.61
20210927,CNY,4.263,4.313
20210924,USD,27.675,27.775
20210924,HKD,3.531,3.591
20210924,GBP,37.83,38.23
20210924,AUD,20.08,20.28
20210924,CAD,21.76,21.96
20210924,SGD,20.43,20.61
20210924,CHF,29.86,30.11
20210924,JPY,0.249,0.253
20210924,ZAR,1.821,1.901
20210924,SEK,3.17,3.27
20210924,NZD,19.45,19.65
20210924,THB,0.8154,0.8554
20210924,EUR,32.35,32.75
20210924,CNY,4.264,4.314
20210923,USD,27.71,27.81
20210923,HKD,3.535,3.595
20210923,GBP,37.72,38.12
20210923,AUD,20.05,20.25
20210923,CAD,21.8,22
20210923,SGD,20.47,20.65
20210923,CHF,29.85,30.1
20210923,JPY,0.2505,0.2545
20210923,ZAR,1.85,1.93
20210923,SEK,3.16,3.26
20210923,NZD,19.41,19.61
20210923,THB,0.8157,0.8557
20210923,EUR,32.32,32.72
20210923,CNY,4.267,4.317
20210922,USD,27.71,27.81
20210922,HKD,3.535,3.595
20210922,GBP,37.68,38.08
20210922,AUD,20,20.2
20210922,CAD,21.58,21.78
20210922,SGD,20.45,20.63
20210922,CHF,29.94,30.19
20210922,JPY,0.2517,0.2557
20210922,ZAR,1.838,1.918
20210922,SEK,3.15,3.25
20210922,NZD,19.4,19.6
20210922,THB,0.816,0.856
20210922,EUR,32.36,32.76
20210922,CNY,4.263,4.313
20210917,USD,27.665,27.765
20210917,HKD,3.53,3.59
20210917,GBP,38.03,38.43
20210917,AUD,20.17,20.37
20210917,CAD,21.81,22.01
20210917,SGD,20.51,20.69
20210917,CHF,29.78,30.03
20210917,JPY,0.2501,0.2541
20210917,ZAR,1.859,1.939
20210917,SEK,3.17,3.27
20210917,NZD,19.52,19.72
20210917,THB,0.8196,0.8596
20210917,EUR,32.43,32.83
20210917,CNY,4.271,4.321
20210916,USD,27.65,27.75
20210916,HKD,3.528,3.588
20210916,GBP,38.09,38.49
20210916,AUD,20.15,20.35
20210916,CAD,21.82,22.02
20210916,SGD,20.54,20.72
20210916,CHF,29.91,30.16
20210916,JPY,0.2514,0.2554
20210916,ZAR,1.871,1.951
20210916,SEK,3.17,3.27
20210916,NZD,19.61,19.81
20210916,THB,0.8247,0.8647
20210916,EUR,32.44,32.84
20210916,CNY,4.274,4.324
20210915,USD,27.625,27.725
20210915,HKD,3.527,3.587
20210915,GBP,38.09,38.49
20210915,AUD,20.16,20.36
20210915,CAD,21.73,21.93
20210915,SGD,20.54,20.72
20210915,CHF,29.97,30.22
20210915,JPY,0.2509,0.2549
20210915,ZAR,1.892,1.972
20210915,SEK,3.17,3.27
20210915,NZD,19.55,19.75
20210915,THB,0.8268,0.8668
20210915,EUR,32.51,32.91
20210915,CNY,4.276,4.326
20210914,USD,27.645,27.745
20210914,HKD,3.53,3.59
20210914,GBP,38.25,38.65
20210914,AUD,20.26,20.46
20210914,CAD,21.81,22.01
20210914,SGD,20.56,20.74
20210914,CHF,29.93,30.18
20210914,JPY,0.2498,0.2538
20210914,ZAR,1.915,1.995
20210914,SEK,3.19,3.29
20210914,NZD,19.63,19.83
20210914,THB,0.8258,0.8658
20210914,EUR,32.56,32.96
20210914,CNY,4.276,4.326
20210913,USD,27.655,27.755
20210913,HKD,3.531,3.591
20210913,GBP,38.09,38.49
20210913,AUD,20.28,20.48
20210913,CAD,21.76,21.96
20210913,SGD,20.54,20.72
20210913,CHF,29.97,30.22
20210913,JPY,0.2497,0.2537
20210913,ZAR,1.916,1.996
20210913,SEK,3.16,3.26
20210913,NZD,19.62,19.82
20210913,THB,0.8279,0.8679
20210913,EUR,32.46,32.86
20210913,CNY,4.27,4.32
20210911,USD,27.655,27.755
20210911,HKD,3.532,3.592
20210911,GBP,38.16,38.56
20210911,AUD,20.27,20.47
20210911,CAD,21.74,21.94
20210911,SGD,20.57,20.75
20210911,CHF,30.05,30.3
20210911,JPY,0.2501,0.2541
20210911,ZAR,1.909,1.989
20210911,SEK,3.16,3.26
20210911,NZD,19.61,19.81
20210911,THB,0.8319,0.8719
20210911,EUR,32.54,32.94
20210911,CNY,4.274,4.324
20210910,USD,27.61,27.71
20210910,HKD,3.527,3.587
20210910,GBP,38.19,38.59
20210910,AUD,20.36,20.56
20210910,CAD,21.83,22.03
20210910,SGD,20.57,20.75
20210910,CHF,30.06,30.31
20210910,JPY,0.2496,0.2536
20210910,ZAR,1.921,2.001
20210910,SEK,3.17,3.27
20210910,NZD,19.67,19.87
20210910,THB,0.8324,0.8724
20210910,EUR,32.56,32.96
20210910,CNY,4.274,4.324
20210909,USD,27.665,27.765
20210909,HKD,3.533,3.593
20210909,GBP,38.03,38.43
20210909,AUD,20.34,20.54
20210909,CAD,21.72,21.92
20210909,SGD,20.54,20.72
20210909,CHF,29.99,30.24
20210909,JPY,0.2501,0.2541
20210909,ZAR,1.922,2.002
20210909,SEK,3.17,3.27
20210909,NZD,19.62,19.82
20210909,THB,0.8319,0.8719
20210909,EUR,32.57,32.97
20210909,CNY,4.269,4.319
20210908,USD,27.685,27.785
20210908,HKD,3.536,3.596
20210908,GBP,37.98,38.38
20210908,AUD,20.31,20.51
20210908,CAD,21.77,21.97
20210908,SGD,20.52,20.7
20210908,CHF,30.04,30.29
20210908,JPY,0.2496,0.2536
20210908,ZAR,1.894,1.974
20210908,SEK,3.18,3.28
20210908,NZD,19.56,19.76
20210908,THB,0.8301,0.8701
20210908,EUR,32.62,33.02
20210908,CNY,4.267,4.317
20210907,USD,27.58,27.68
20210907,HKD,3.524,3.584
20210907,GBP,38.03,38.43
20210907,AUD,20.41,20.61
20210907,CAD,21.92,22.12
20210907,SGD,20.5,20.68
20210907,CHF,30.1,30.35
20210907,JPY,0.2494,0.2534
20210907,ZAR,1.895,1.975
20210907,SEK,3.19,3.29
20210907,NZD,19.59,19.79
20210907,THB,0.8355,0.8755
20210907,EUR,32.62,33.02
20210907,CNY,4.255,4.305
20210906,USD,27.58,27.68
20210906,HKD,3.524,3.584
20210906,GBP,38.05,38.45
20210906,AUD,20.43,20.63
20210906,CAD,21.94,22.14
20210906,SGD,20.5,20.68
20210906,CHF,30.03,30.28
20210906,JPY,0.2495,0.2535
20210906,ZAR,1.892,1.972
20210906,SEK,3.18,3.28
20210906,NZD,19.63,19.83
20210906,THB,0.8369,0.8769
20210906,EUR,32.58,32.98
20210906,CNY,4.26,4.31
20210903,USD,27.635,27.735
20210903,HKD,3.532,3.592
20210903,GBP,38.09,38.49
20210903,AUD,20.46,20.66
20210903,CAD,21.97,22.17
20210903,SGD,20.53,20.71
20210903,CHF,30.15,30.4
20210903,JPY,0.2497,0.2537
20210903,ZAR,1.876,1.956
20210903,SEK,3.19,3.29
20210903,NZD,19.63,19.83
20210903,THB,0.8333,0.8733
20210903,EUR,32.68,33.08
20210903,CNY,4.265,4.315
20210902,USD,27.67,27.77
20210902,HKD,3.534,3.594
20210902,GBP,38.04,38.44
20210902,AUD,20.37,20.57
20210902,CAD,21.92,22.12
20210902,SGD,20.53,20.71
20210902,CHF,30.16,30.41
20210902,JPY,0.25,0.254
20210902,ZAR,1.893,1.973
20210902,SEK,3.18,3.28
20210902,NZD,19.53,19.73
20210902,THB,0.8391,0.8791
20210902,EUR,32.64,33.04
20210902,CNY,4.269,4.319
20210901,USD,27.685,27.785
20210901,HKD,3.535,3.595
20210901,GBP,37.97,38.37
20210901,AUD,20.27,20.47
20210901,CAD,21.94,22.14
20210901,SGD,20.51,20.69
20210901,CHF,30.09,30.34
20210901,JPY,0.2493,0.2533
20210901,ZAR,1.878,1.958
20210901,SEK,3.17,3.27
20210901,NZD,19.49,19.69
20210901,THB,0.8419,0.8819
20210901,EUR,32.55,32.95
20210901,CNY,4.268,4.318
20210831,USD,27.7,27.8
20210831,HKD,3.535,3.595
20210831,GBP,38.06,38.46
20210831,AUD,20.23,20.43
20210831,CAD,21.95,22.15
20210831,SGD,20.57,20.75
20210831,CHF,30.18,30.43
20210831,JPY,0.2507,0.2547
20210831,ZAR,1.864,1.944
20210831,SEK,3.18,3.28
20210831,NZD,19.49,19.69
20210831,THB,0.8445,0.8845
20210831,EUR,32.62,33.02
20210831,CNY,4.272,4.322
20210830,USD,27.745,27.845
20210830,HKD,3.539,3.599
20210830,GBP,38.08,38.48
20210830,AUD,20.19,20.39
20210830,CAD,21.94,22.14
20210830,SGD,20.57,20.75
20210830,CHF,30.28,30.53
20210830,JPY,0.2512,0.2552
20210830,ZAR,1.855,1.935
20210830,SEK,3.17,3.27
20210830,NZD,19.36,19.56
20210830,THB,0.8416,0.8816
20210830,EUR,32.6,33
20210830,CNY,4.274,4.324
20210827,USD,27.87,27.97
20210827,HKD,3.554,3.614
20210827,GBP,38.12,38.52
20210827,AUD,20.15,20.35
20210827,CAD,21.95,22.15
20210827,SGD,20.58,20.76
20210827,CHF,30.32,30.57
20210827,JPY,0.2516,0.2556
20210827,ZAR,1.835,1.915
20210827,SEK,3.16,3.26
20210827,NZD,19.32,19.52
20210827,THB,0.8405,0.8805
20210827,EUR,32.64,33.04
20210827,CNY,4.285,4.335
20210826,USD,27.86,27.96
20210826,HKD,3.554,3.614
20210826,GBP,38.18,38.58
20210826,AUD,20.16,20.36
20210826,CAD,22.04,22.24
20210826,SGD,20.55,20.73
20210826,CHF,30.33,30.58
20210826,JPY,0.2514,0.2554
20210826,ZAR,1.829,1.909
20210826,SEK,3.17,3.27
20210826,NZD,19.33,19.53
20210826,THB,0.8376,0.8776
20210826,EUR,32.65,33.05
20210826,CNY,4.281,4.331
20210825,USD,27.86,27.96
20210825,HKD,3.555,3.615
20210825,GBP,38.1,38.5
20210825,AUD,20.13,20.33
20210825,CAD,22.03,22.23
20210825,SGD,20.53,20.71
20210825,CHF,30.39,30.64
20210825,JPY,0.2523,0.2563
20210825,ZAR,1.826,1.906
20210825,SEK,3.16,3.26
20210825,NZD,19.29,19.49
20210825,THB,0.8372,0.8772
20210825,EUR,32.56,32.96
20210825,CNY,4.286,4.336
20210824,USD,27.88,27.98
20210824,HKD,3.555,3.615
20210824,GBP,38.12,38.52
20210824,AUD,20.09,20.29
20210824,CAD,22.02,22.22
20210824,SGD,20.52,20.7
20210824,CHF,30.47,30.72
20210824,JPY,0.2525,0.2565
20210824,ZAR,1.808,1.888
20210824,SEK,3.16,3.26
20210824,NZD,19.27,19.47
20210824,THB,0.8311,0.8711
20210824,EUR,32.59,32.99
20210824,CNY,4.286,4.336
20210823,USD,27.92,28.02
20210823,HKD,3.56,3.62
20210823,GBP,37.99,38.39
20210823,AUD,19.92,20.12
20210823,CAD,21.83,22.03
20210823,SGD,20.49,20.67
20210823,CHF,30.45,30.7
20210823,JPY,0.2525,0.2565
20210823,ZAR,1.791,1.871
20210823,SEK,3.15,3.25
20210823,NZD,19.05,19.25
20210823,THB,0.823,0.863
20210823,EUR,32.59,32.99
20210823,CNY,4.282,4.332
20210820,USD,27.95,28.05
20210820,HKD,3.564,3.624
20210820,GBP,37.95,38.35
20210820,AUD,19.82,20.02
20210820,CAD,21.6,21.8
20210820,SGD,20.45,20.63
20210820,CHF,30.42,30.67
20210820,JPY,0.2535,0.2575
20210820,ZAR,1.78,1.86
20210820,SEK,3.13,3.23
20210820,NZD,19,19.2
20210820,THB,0.8243,0.8643
20210820,EUR,32.51,32.91
20210820,CNY,4.279,4.329
20210819,USD,27.915,28.015
20210819,HKD,3.558,3.618
20210819,GBP,38.11,38.51
20210819,AUD,19.95,20.15
20210819,CAD,21.87,22.07
20210819,SGD,20.41,20.59
20210819,CHF,30.37,30.62
20210819,JPY,0.2528,0.2568
20210819,ZAR,1.805,1.885
20210819,SEK,3.15,3.25
20210819,NZD,19.02,19.22
20210819,THB,0.8218,0.8618
20210819,EUR,32.48,32.88
20210819,CNY,4.278,4.328
20210818,USD,27.785,27.885
20210818,HKD,3.544,3.604
20210818,GBP,38.06,38.46
20210818,AUD,20.1,20.3
20210818,CAD,21.96,22.16
20210818,SGD,20.38,20.56
20210818,CHF,30.33,30.58
20210818,JPY,0.252,0.256
20210818,ZAR,1.828,1.908
20210818,SEK,3.14,3.24
20210818,NZD,19.16,19.36
20210818,THB,0.8217,0.8617
20210818,EUR,32.44,32.84
20210818,CNY,4.268,4.318
20210817,USD,27.805,27.905
20210817,HKD,3.546,3.606
20210817,GBP,38.25,38.65
20210817,AUD,20.2,20.4
20210817,CAD,21.98,22.18
20210817,SGD,20.41,20.59
20210817,CHF,30.45,30.7
20210817,JPY,0.2528,0.2568
20210817,ZAR,1.828,1.908
20210817,SEK,3.17,3.27
20210817,NZD,19.19,19.39
20210817,THB,0.8188,0.8588
20210817,EUR,32.6,33
20210817,CNY,4.27,4.32
20210816,USD,27.795,27.895
20210816,HKD,3.547,3.607
20210816,GBP,38.39,38.79
20210816,AUD,20.32,20.52
20210816,CAD,22.09,22.29
20210816,SGD,20.44,20.62
20210816,CHF,30.29,30.54
20210816,JPY,0.2525,0.2565
20210816,ZAR,1.848,1.928
20210816,SEK,3.17,3.27
20210816,NZD,19.46,19.66
20210816,THB,0.817,0.857
20210816,EUR,32.61,33.01
20210816,CNY,4.273,4.323
20210813,USD,27.81,27.91
20210813,HKD,3.549,3.609
20210813,GBP,38.28,38.68
20210813,AUD,20.35,20.55
20210813,CAD,22.16,22.36
20210813,SGD,20.42,20.6
20210813,CHF,30.05,30.3
20210813,JPY,0.2506,0.2546
20210813,ZAR,1.84,1.92
20210813,SEK,3.16,3.26
20210813,NZD,19.43,19.63
20210813,THB,0.8211,0.8611
20210813,EUR,32.5,32.9
20210813,CNY,4.272,4.322
20210812,USD,27.76,27.86
20210812,HKD,3.544,3.604
20210812,GBP,38.41,38.81
20210812,AUD,20.39,20.59
20210812,CAD,22.13,22.33
20210812,SGD,20.41,20.59
20210812,CHF,30.04,30.29
20210812,JPY,0.25,0.254
20210812,ZAR,1.856,1.936
20210812,SEK,3.16,3.26
20210812,NZD,19.47,19.67
20210812,THB,0.8284,0.8684
20210812,EUR,32.46,32.86
20210812,CNY,4.267,4.317
20210811,USD,27.795,27.895
20210811,HKD,3.548,3.608
20210811,GBP,38.29,38.69
20210811,AUD,20.3,20.5
20210811,CAD,22.12,22.32
20210811,SGD,20.39,20.57
20210811,CHF,30.01,30.26
20210811,JPY,0.2494,0.2534
20210811,ZAR,1.835,1.915
20210811,SEK,3.14,3.24
20210811,NZD,19.39,19.59
20210811,THB,0.8196,0.8596
20210811,EUR,32.42,32.82
20210811,CNY,4.266,4.316
20210810,USD,27.775,27.875
20210810,HKD,3.544,3.604
20210810,GBP,38.36,38.76
20210810,AUD,20.3,20.5
20210810,CAD,22.05,22.25
20210810,SGD,20.4,20.58
20210810,CHF,30.07,30.32
20210810,JPY,0.25,0.254
20210810,ZAR,1.84,1.92
20210810,SEK,3.15,3.25
20210810,NZD,19.34,19.54
20210810,THB,0.8163,0.8563
20210810,EUR,32.45,32.85
20210810,CNY,4.265,4.315
20210809,USD,27.77,27.87
20210809,HKD,3.544,3.604
20210809,GBP,38.38,38.78
20210809,AUD,20.33,20.53
20210809,CAD,22.07,22.27
20210809,SGD,20.43,20.61
20210809,CHF,30.24,30.49
20210809,JPY,0.2505,0.2545
20210809,ZAR,1.86,1.94
20210809,SEK,3.16,3.26
20210809,NZD,19.41,19.61
20210809,THB,0.8166,0.8566
20210809,EUR,32.52,32.92
20210809,CNY,4.27,4.32
20210806,USD,27.76,27.86
20210806,HKD,3.546,3.606
20210806,GBP,38.52,38.92
20210806,AUD,20.45,20.65
20210806,CAD,22.15,22.35
20210806,SGD,20.5,20.68
20210806,CHF,30.51,30.76
20210806,JPY,0.2515,0.2555
20210806,ZAR,1.876,1.956
20210806,SEK,3.18,3.28
20210806,NZD,19.51,19.71
20210806,THB,0.8178,0.8578
20210806,EUR,32.68,33.08
20210806,CNY,4.277,4.327
20210805,USD,27.715,27.815
20210805,HKD,3.54,3.6
20210805,GBP,38.47,38.87
20210805,AUD,20.45,20.65
20210805,CAD,22.08,22.28
20210805,SGD,20.48,20.66
20210805,CHF,30.53,30.78
20210805,JPY,0.2514,0.2554
20210805,ZAR,1.892,1.972
20210805,SEK,3.18,3.28
20210805,NZD,19.53,19.73
20210805,THB,0.8217,0.8617
20210805,EUR,32.7,33.1
20210805,CNY,4.275,4.325
20210804,USD,27.765,27.865
20210804,HKD,3.547,3.607
20210804,GBP,38.59,38.99
20210804,AUD,20.54,20.74
20210804,CAD,22.12,22.32
20210804,SGD,20.54,20.72
20210804,CHF,30.63,30.88
20210804,JPY,0.253,0.257
20210804,ZAR,1.914,1.994
20210804,SEK,3.19,3.29
20210804,NZD,19.6,19.8
20210804,THB,0.8258,0.8658
20210804,EUR,32.84,33.24
20210804,CNY,4.283,4.333
20210803,USD,27.87,27.97
20210803,HKD,3.56,3.62
20210803,GBP,38.66,39.06
20210803,AUD,20.55,20.75
20210803,CAD,22.23,22.43
20210803,SGD,20.58,20.76
20210803,CHF,30.72,30.97
20210803,JPY,0.2537,0.2577
20210803,ZAR,1.901,1.981
20210803,SEK,3.21,3.31
20210803,NZD,19.48,19.68
20210803,THB,0.8305,0.8705
20210803,EUR,32.97,33.37
20210803,CNY,4.295,4.345
20210802,USD,27.865,27.965
20210802,HKD,3.56,3.62
20210802,GBP,38.67,39.07
20210802,AUD,20.42,20.62
20210802,CAD,22.3,22.5
20210802,SGD,20.56,20.74
20210802,CHF,30.69,30.94
20210802,JPY,0.2526,0.2566
20210802,ZAR,1.882,1.962
20210802,SEK,3.21,3.31
20210802,NZD,19.39,19.59
20210802,THB,0.832,0.872
20210802,EUR,32.98,33.38
20210802,CNY,4.295,4.345
20210730,USD,27.91,28.01
20210730,HKD,3.567,3.627
20210730,GBP,38.86,39.26
20210730,AUD,20.56,20.76
20210730,CAD,22.38,22.58
20210730,SGD,20.59,20.77
20210730,CHF,30.73,30.98
20210730,JPY,0.2533,0.2573
20210730,ZAR,1.879,1.959
20210730,SEK,3.22,3.32
20210730,NZD,19.5,19.7
20210730,THB,0.8358,0.8758
20210730,EUR,33.06,33.46
20210730,CNY,4.304,4.354
20210729,USD,27.88,27.98
20210729,HKD,3.561,3.621
20210729,GBP,38.76,39.16
20210729,AUD,20.54,20.74
20210729,CAD,22.31,22.51
20210729,SGD,20.54,20.72
20210729,CHF,30.6,30.85
20210729,JPY,0.2523,0.2563
20210729,ZAR,1.863,1.943
20210729,SEK,3.21,3.31
20210729,NZD,19.41,19.61
20210729,THB,0.8338,0.8738
20210729,EUR,32.95,33.35
20210729,CNY,4.294,4.344
20210728,USD,27.95,28.05
20210728,HKD,3.567,3.627
20210728,GBP,38.65,39.05
20210728,AUD,20.47,20.67
20210728,CAD,22.15,22.35
20210728,SGD,20.5,20.68
20210728,CHF,30.46,30.71
20210728,JPY,0.2527,0.2567
20210728,ZAR,1.85,1.93
20210728,SEK,3.2,3.3
20210728,NZD,19.36,19.56
20210728,THB,0.8365,0.8765
20210728,EUR,32.86,33.26
20210728,CNY,4.274,4.324
20210727,USD,28,28.1
20210727,HKD,3.573,3.633
20210727,GBP,38.49,38.89
20210727,AUD,20.51,20.71
20210727,CAD,22.2,22.4
20210727,SGD,20.53,20.71
20210727,CHF,30.45,30.7
20210727,JPY,0.2529,0.2569
20210727,ZAR,1.84,1.92
20210727,SEK,3.2,3.3
20210727,NZD,19.42,19.62
20210727,THB,0.8357,0.8757
20210727,EUR,32.86,33.26
20210727,CNY,4.281,4.331
20210726,USD,28.01,28.11
20210726,HKD,3.579,3.639
20210726,GBP,38.42,38.82
20210726,AUD,20.5,20.7
20210726,CAD,22.22,22.42
20210726,SGD,20.53,20.71
20210726,CHF,30.43,30.68
20210726,JPY,0.2526,0.2566
20210726,ZAR,1.837,1.917
20210726,SEK,3.19,3.29
20210726,NZD,19.44,19.64
20210726,THB,0.8362,0.8762
20210726,EUR,32.87,33.27
20210726,CNY,4.3,4.35
20210723,USD,27.97,28.07
20210723,HKD,3.575,3.635
20210723,GBP,38.33,38.73
20210723,AUD,20.54,20.74
20210723,CAD,22.19,22.39
20210723,SGD,20.53,20.71
20210723,CHF,30.35,30.6
20210723,JPY,0.252,0.256
20210723,ZAR,1.856,1.936
20210723,SEK,3.18,3.28
20210723,NZD,19.44,19.64
20210723,THB,0.8364,0.8764
20210723,EUR,32.81,33.21
20210723,CNY,4.299,4.349
20210722,USD,27.955,28.055
20210722,HKD,3.573,3.633
20210722,GBP,38.29,38.69
20210722,AUD,20.52,20.72
20210722,CAD,22.17,22.37
20210722,SGD,20.49,20.67
20210722,CHF,30.37,30.62
20210722,JPY,0.2521,0.2561
20210722,ZAR,1.883,1.963
20210722,SEK,3.18,3.28
20210722,NZD,19.38,19.58
20210722,THB,0.8369,0.8769
20210722,EUR,32.81,33.21
20210722,CNY,4.305,4.355
20210721,USD,28.015,28.115
20210721,HKD,3.579,3.639
20210721,GBP,37.99,38.39
20210721,AUD,20.39,20.59
20210721,CAD,22,22.2
20210721,SGD,20.43,20.61
20210721,CHF,30.3,30.55
20210721,JPY,0.253,0.257
20210721,ZAR,1.868,1.948
20210721,SEK,3.17,3.27
20210721,NZD,19.29,19.49
20210721,THB,0.839,0.879
20210721,EUR,32.81,33.21
20210721,CNY,4.308,4.358
20210720,USD,27.99,28.09
20210720,HKD,3.577,3.637
20210720,GBP,38.06,38.46
20210720,AUD,20.41,20.61
20210720,CAD,21.86,22.06
20210720,SGD,20.43,20.61
20210720,CHF,30.39,30.64
20210720,JPY,0.2538,0.2578
20210720,ZAR,1.883,1.963
20210720,SEK,3.18,3.28
20210720,NZD,19.25,19.45
20210720,THB,0.8385,0.8785
20210720,EUR,32.85,33.25
20210720,CNY,4.296,4.346
20210719,USD,27.985,28.085
20210719,HKD,3.578,3.638
20210719,GBP,38.3,38.7
20210719,AUD,20.55,20.75
20210719,CAD,21.99,22.19
20210719,SGD,20.53,20.71
20210719,CHF,30.3,30.55
20210719,JPY,0.2532,0.2572
20210719,ZAR,1.896,1.976
20210719,SEK,3.17,3.27
20210719,NZD,19.47,19.67
20210719,THB,0.8381,0.8781
20210719,EUR,32.83,33.23
20210719,CNY,4.295,4.345
20210716,USD,27.95,28.05
20210716,HKD,3.574,3.634
20210716,GBP,38.48,38.88
20210716,AUD,20.69,20.89
20210716,CAD,22.14,22.34
20210716,SGD,20.57,20.75
20210716,CHF,30.29,30.54
20210716,JPY,0.2523,0.2563
20210716,ZAR,1.894,1.974
20210716,SEK,3.18,3.28
20210716,NZD,19.52,19.72
20210716,THB,0.8397,0.8797
20210716,EUR,32.84,33.24
20210716,CNY,4.301,4.351
20210715,USD,27.84,27.94
20210715,HKD,3.56,3.62
20210715,GBP,38.35,38.75
20210715,AUD,20.72,20.92
20210715,CAD,22.17,22.37
20210715,SGD,20.52,20.7
20210715,CHF,30.36,30.61
20210715,JPY,0.2521,0.2561
20210715,ZAR,1.886,1.966
20210715,SEK,3.18,3.28
20210715,NZD,19.46,19.66
20210715,THB,0.8392,0.8792
20210715,EUR,32.81,33.21
20210715,CNY,4.291,4.341
20210714,USD,27.95,28.05
20210714,HKD,3.574,3.634
20210714,GBP,38.56,38.96
20210714,AUD,20.75,20.95
20210714,CAD,22.28,22.48
20210714,SGD,20.57,20.75
20210714,CHF,30.34,30.59
20210714,JPY,0.2514,0.2554
20210714,ZAR,1.854,1.934
20210714,SEK,3.19,3.29
20210714,NZD,19.53,19.73
20210714,THB,0.8419,0.8819
20210714,EUR,32.8,33.2
20210714,CNY,4.296,4.346
20210713,USD,27.94,28.04
20210713,HKD,3.574,3.634
20210713,GBP,38.62,39.02
20210713,AUD,20.84,21.04
20210713,CAD,22.36,22.56
20210713,SGD,20.62,20.8
20210713,CHF,30.43,30.68
20210713,JPY,0.2516,0.2556
20210713,ZAR,1.891,1.971
20210713,SEK,3.22,3.32
20210713,NZD,19.45,19.65
20210713,THB,0.8443,0.8843
20210713,EUR,32.97,33.37
20210713,CNY,4.302,4.352
20210712,USD,27.95,28.05
20210712,HKD,3.574,3.634
20210712,GBP,38.65,39.05
20210712,AUD,20.81,21.01
20210712,CAD,22.36,22.56
20210712,SGD,20.64,20.82
20210712,CHF,30.51,30.76
20210712,JPY,0.2525,0.2565
20210712,ZAR,1.912,1.992
20210712,SEK,3.22,3.32
20210712,NZD,19.43,19.63
20210712,THB,0.8436,0.8836
20210712,EUR,33.06,33.46
20210712,CNY,4.297,4.347
20210709,USD,28.005,28.105
20210709,HKD,3.581,3.641
20210709,GBP,38.49,38.89
20210709,AUD,20.78,20.98
20210709,CAD,22.32,22.52
20210709,SGD,20.64,20.82
20210709,CHF,30.53,30.78
20210709,JPY,0.2531,0.2571
20210709,ZAR,1.925,2.005
20210709,SEK,3.22,3.32
20210709,NZD,19.41,19.61
20210709,THB,0.8467,0.8867
20210709,EUR,33.04,33.44
