日期,幣別,即期買入匯率,即期賣出匯率
20210709,CNY,4.298,4.348
20210708,USD,27.96,28.06
20210708,HKD,3.575,3.635
20210708,GBP,38.4,38.8
20210708,AUD,20.72,20.92
20210708,CAD,22.22,22.42
20210708,SGD,20.64,20.82
20210708,CHF,30.31,30.56
20210708,JPY,0.2531,0.2571
20210708,ZAR,1.906,1.986
20210708,SEK,3.2,3.3
20210708,NZD,19.43,19.63
20210708,THB,0.8481,0.8881
20210708,EUR,32.9,33.3
20210708,CNY,4.293,4.343
20210707,USD,27.935,28.035
20210707,HKD,3.572,3.632
20210707,GBP,38.44,38.84
20210707,AUD,20.91,21.11
20210707,CAD,22.39,22.59
20210707,SGD,20.68,20.86
20210707,CHF,30.18,30.43
20210707,JPY,0.251,0.255
20210707,ZAR,1.909,1.989
20210707,SEK,3.22,3.32
20210707,NZD,19.59,19.79
20210707,THB,0.8518,0.8918
20210707,EUR,32.89,33.29
20210707,CNY,4.301,4.351
20210706,USD,27.86,27.96
20210706,HKD,3.563,3.623
20210706,GBP,38.52,38.92
20210706,AUD,21.05,21.25
20210706,CAD,22.55,22.75
20210706,SGD,20.69,20.87
20210706,CHF,30.15,30.4
20210706,JPY,0.25,0.254
20210706,ZAR,1.92,2
20210706,SEK,3.22,3.32
20210706,NZD,19.68,19.88
20210706,THB,0.8535,0.8935
20210706,EUR,32.93,33.33
20210706,CNY,4.294,4.344
20210705,USD,27.85,27.95
20210705,HKD,3.561,3.621
20210705,GBP,38.45,38.85
20210705,AUD,20.9,21.1
20210705,CAD,22.51,22.71
20210705,SGD,20.64,20.82
20210705,CHF,30.14,30.39
20210705,JPY,0.2496,0.2536
20210705,ZAR,1.915,1.995
20210705,SEK,3.22,3.32
20210705,NZD,19.51,19.71
20210705,THB,0.8528,0.8928
20210705,EUR,32.93,33.33
20210705,CNY,4.293,4.343
20210702,USD,27.93,28.03
20210702,HKD,3.571,3.631
20210702,GBP,38.32,38.72
20210702,AUD,20.75,20.95
20210702,CAD,22.4,22.6
20210702,SGD,20.61,20.79
20210702,CHF,30.04,30.29
20210702,JPY,0.2488,0.2528
20210702,ZAR,1.891,1.971
20210702,SEK,3.21,3.31
20210702,NZD,19.36,19.56
20210702,THB,0.8531,0.8931
20210702,EUR,32.89,33.29
20210702,CNY,4.286,4.336
20210701,USD,27.84,27.94
20210701,HKD,3.561,3.621
20210701,GBP,38.37,38.77
20210701,AUD,20.8,21
20210701,CAD,22.4,22.6
20210701,SGD,20.64,20.82
20210701,CHF,29.97,30.22
20210701,JPY,0.2487,0.2527
20210701,ZAR,1.914,1.994
20210701,SEK,3.21,3.31
20210701,NZD,19.42,19.62
20210701,THB,0.8557,0.8957
20210701,EUR,32.85,33.25
20210701,CNY,4.289,4.339
20210630,USD,27.81,27.91
20210630,HKD,3.557,3.617
20210630,GBP,38.34,38.74
20210630,AUD,20.84,21.04
20210630,CAD,22.38,22.58
20210630,SGD,20.64,20.82
20210630,CHF,30.07,30.32
20210630,JPY,0.2501,0.2541
20210630,ZAR,1.909,1.989
20210630,SEK,3.23,3.33
20210630,NZD,19.39,19.59
20210630,THB,0.8544,0.8944
20210630,EUR,32.95,33.35
20210630,CNY,4.284,4.334
20210629,USD,27.845,27.945
20210629,HKD,3.563,3.623
20210629,GBP,38.48,38.88
20210629,AUD,20.95,21.15
20210629,CAD,22.48,22.68
20210629,SGD,20.68,20.86
20210629,CHF,30.17,30.42
20210629,JPY,0.25,0.254
20210629,ZAR,1.911,1.991
20210629,SEK,3.22,3.32
20210629,NZD,19.47,19.67
20210629,THB,0.8569,0.8969
20210629,EUR,33.03,33.43
20210629,CNY,4.293,4.343
20210628,USD,27.845,27.945
20210628,HKD,3.563,3.623
20210628,GBP,38.64,39.04
20210628,AUD,21.07,21.27
20210628,CAD,22.59,22.79
20210628,SGD,20.69,20.87
20210628,CHF,30.27,30.52
20210628,JPY,0.2502,0.2542
20210628,ZAR,1.918,1.998
20210628,SEK,3.25,3.35
20210628,NZD,19.64,19.84
20210628,THB,0.8594,0.8994
20210628,EUR,33.11,33.51
20210628,CNY,4.292,4.342
20210625,USD,27.83,27.93
20210625,HKD,3.561,3.621
20210625,GBP,38.59,38.99
20210625,AUD,21.08,21.28
20210625,CAD,22.57,22.77
20210625,SGD,20.71,20.89
20210625,CHF,30.25,30.5
20210625,JPY,0.2498,0.2538
20210625,ZAR,1.93,2.01
20210625,SEK,3.25,3.35
20210625,NZD,19.64,19.84
20210625,THB,0.8624,0.9024
20210625,EUR,33.11,33.51
20210625,CNY,4.293,4.343
20210624,USD,27.935,28.035
20210624,HKD,3.574,3.634
20210624,GBP,38.88,39.28
20210624,AUD,21.09,21.29
20210624,CAD,22.67,22.87
20210624,SGD,20.73,20.91
20210624,CHF,30.29,30.54
20210624,JPY,0.2504,0.2544
20210624,ZAR,1.921,2.001
20210624,SEK,3.26,3.36
20210624,NZD,19.65,19.85
20210624,THB,0.8629,0.9029
20210624,EUR,33.19,33.59
20210624,CNY,4.296,4.346
20210623,USD,27.945,28.045
20210623,HKD,3.574,3.634
20210623,GBP,38.95,39.35
20210623,AUD,21.04,21.24
20210623,CAD,22.67,22.87
20210623,SGD,20.72,20.9
20210623,CHF,30.36,30.61
20210623,JPY,0.2505,0.2545
20210623,ZAR,1.93,2.01
20210623,SEK,3.26,3.36
20210623,NZD,19.58,19.78
20210623,THB,0.8639,0.9039
20210623,EUR,33.23,33.63
20210623,CNY,4.29,4.34
20210622,USD,27.905,28.005
20210622,HKD,3.57,3.63
20210622,GBP,38.63,39.03
20210622,AUD,20.87,21.07
20210622,CAD,22.47,22.67
20210622,SGD,20.67,20.85
20210622,CHF,30.27,30.52
20210622,JPY,0.251,0.255
20210622,ZAR,1.912,1.992
20210622,SEK,3.22,3.32
20210622,NZD,19.4,19.6
20210622,THB,0.8665,0.9065
20210622,EUR,33.07,33.47
20210622,CNY,4.289,4.339
20210621,USD,27.875,27.975
20210621,HKD,3.566,3.626
20210621,GBP,38.44,38.84
20210621,AUD,20.83,21.03
20210621,CAD,22.31,22.51
20210621,SGD,20.67,20.85
20210621,CHF,30.16,30.41
20210621,JPY,0.2518,0.2558
20210621,ZAR,1.904,1.984
20210621,SEK,3.2,3.3
20210621,NZD,19.35,19.55
20210621,THB,0.8675,0.9075
20210621,EUR,32.99,33.39
20210621,CNY,4.288,4.338
20210618,USD,27.73,27.83
20210618,HKD,3.548,3.608
20210618,GBP,38.4,38.8
20210618,AUD,20.85,21.05
20210618,CAD,22.38,22.58
20210618,SGD,20.64,20.82
20210618,CHF,30.14,30.39
20210618,JPY,0.2506,0.2546
20210618,ZAR,1.933,2.013
20210618,SEK,3.2,3.3
20210618,NZD,19.33,19.53
20210618,THB,0.8691,0.9091
20210618,EUR,32.91,33.31
20210618,CNY,4.284,4.334
20210617,USD,27.715,27.815
20210617,HKD,3.545,3.605
20210617,GBP,38.62,39.02
20210617,AUD,21.04,21.24
20210617,CAD,22.48,22.68
20210617,SGD,20.66,20.84
20210617,CHF,30.31,30.56
20210617,JPY,0.2491,0.2531
20210617,ZAR,1.943,2.023
20210617,SEK,3.22,3.32
20210617,NZD,19.53,19.73
20210617,THB,0.8697,0.9097
20210617,EUR,33,33.4
20210617,CNY,4.291,4.341
20210616,USD,27.635,27.735
20210616,HKD,3.536,3.596
20210616,GBP,38.9,39.3
20210616,AUD,21.22,21.42
20210616,CAD,22.64,22.84
20210616,SGD,20.8,20.98
20210616,CHF,30.7,30.95
20210616,JPY,0.2498,0.2538
20210616,ZAR,1.97,2.05
20210616,SEK,3.28,3.38
20210616,NZD,19.67,19.87
20210616,THB,0.8729,0.9129
20210616,EUR,33.4,33.8
20210616,CNY,4.302,4.352
20210615,USD,27.595,27.695
20210615,HKD,3.531,3.591
20210615,GBP,38.84,39.24
20210615,AUD,21.19,21.39
20210615,CAD,22.68,22.88
20210615,SGD,20.77,20.95
20210615,CHF,30.68,30.93
20210615,JPY,0.2493,0.2533
20210615,ZAR,1.974,2.054
20210615,SEK,3.29,3.39
20210615,NZD,19.67,19.87
20210615,THB,0.873,0.913
20210615,EUR,33.38,33.78
20210615,CNY,4.292,4.342
20210611,USD,27.56,27.66
20210611,HKD,3.528,3.588
20210611,GBP,38.93,39.33
20210611,AUD,21.34,21.54
20210611,CAD,22.74,22.94
20210611,SGD,20.8,20.98
20210611,CHF,30.74,30.99
20210611,JPY,0.2504,0.2544
20210611,ZAR,1.997,2.077
20210611,SEK,3.3,3.4
20210611,NZD,19.79,19.99
20210611,THB,0.8742,0.9142
20210611,EUR,33.44,33.84
20210611,CNY,4.299,4.349
20210610,USD,27.63,27.73
20210610,HKD,3.537,3.597
20210610,GBP,38.82,39.22
20210610,AUD,21.3,21.5
20210610,CAD,22.75,22.95
20210610,SGD,20.8,20.98
20210610,CHF,30.73,30.98
20210610,JPY,0.2507,0.2547
20210610,ZAR,1.981,2.061
20210610,SEK,3.3,3.4
20210610,NZD,19.77,19.97
20210610,THB,0.8733,0.9133
20210610,EUR,33.47,33.87
20210610,CNY,4.308,4.358
20210609,USD,27.705,27.805
20210609,HKD,3.547,3.607
20210609,GBP,39.16,39.56
20210609,AUD,21.4,21.6
20210609,CAD,22.86,23.06
20210609,SGD,20.89,21.07
20210609,CHF,30.83,31.08
20210609,JPY,0.2517,0.2557
20210609,ZAR,2.011,2.091
20210609,SEK,3.31,3.41
20210609,NZD,19.9,20.1
20210609,THB,0.8758,0.9158
20210609,EUR,33.62,34.02
20210609,CNY,4.317,4.367
20210608,USD,27.635,27.735
20210608,HKD,3.538,3.598
20210608,GBP,38.96,39.36
20210608,AUD,21.33,21.53
20210608,CAD,22.81,23.01
20210608,SGD,20.84,21.02
20210608,CHF,30.69,30.94
20210608,JPY,0.2508,0.2548
20210608,ZAR,1.999,2.079
20210608,SEK,3.3,3.4
20210608,NZD,19.87,20.07
20210608,THB,0.872,0.912
20210608,EUR,33.5,33.9
20210608,CNY,4.306,4.356
20210607,USD,27.645,27.745
20210607,HKD,3.54,3.6
20210607,GBP,38.95,39.35
20210607,AUD,21.34,21.54
20210607,CAD,22.81,23.01
20210607,SGD,20.84,21.02
20210607,CHF,30.66,30.91
20210607,JPY,0.2511,0.2551
20210607,ZAR,2.015,2.095
20210607,SEK,3.3,3.4
20210607,NZD,19.87,20.07
20210607,THB,0.8732,0.9132
20210607,EUR,33.49,33.89
20210607,CNY,4.308,4.358
20210604,USD,27.645,27.745
20210604,HKD,3.539,3.599
20210604,GBP,38.91,39.31
20210604,AUD,21.12,21.32
20210604,CAD,22.75,22.95
20210604,SGD,20.77,20.95
20210604,CHF,30.46,30.71
20210604,JPY,0.2494,0.2534
20210604,ZAR,1.985,2.065
20210604,SEK,3.27,3.37
20210604,NZD,19.72,19.92
20210604,THB,0.8716,0.9116
20210604,EUR,33.35,33.75
20210604,CNY,4.298,4.348
20210603,USD,27.635,27.735
20210603,HKD,3.538,3.598
20210603,GBP,38.98,39.38
20210603,AUD,21.27,21.47
20210603,CAD,22.85,23.05
20210603,SGD,20.82,21
20210603,CHF,30.61,30.86
20210603,JPY,0.2501,0.2541
20210603,ZAR,2,2.08
20210603,SEK,3.29,3.39
20210603,NZD,19.86,20.06
20210603,THB,0.8743,0.9143
20210603,EUR,33.53,33.93
20210603,CNY,4.304,4.354
20210602,USD,27.64,27.74
20210602,HKD,3.538,3.598
20210602,GBP,38.97,39.37
20210602,AUD,21.31,21.51
20210602,CAD,22.83,23.03
20210602,SGD,20.83,21.01
20210602,CHF,30.68,30.93
20210602,JPY,0.2503,0.2543
20210602,ZAR,1.969,2.049
20210602,SEK,3.3,3.4
20210602,NZD,19.92,20.12
20210602,THB,0.8742,0.9142
20210602,EUR,33.59,33.99
20210602,CNY,4.31,4.36
20210601,USD,27.59,27.69
20210601,HKD,3.532,3.592
20210601,GBP,39.12,39.52
20210601,AUD,21.34,21.54
20210601,CAD,22.88,23.08
20210601,SGD,20.85,21.03
20210601,CHF,30.62,30.87
20210601,JPY,0.2504,0.2544
20210601,ZAR,1.976,2.056
20210601,SEK,3.3,3.4
20210601,NZD,20.03,20.23
20210601,THB,0.8721,0.9121
20210601,EUR,33.62,34.02
20210601,CNY,4.311,4.361
20210531,USD,27.59,27.69
20210531,HKD,3.531,3.591
20210531,GBP,39,39.4
20210531,AUD,21.27,21.47
20210531,CAD,22.8,23
20210531,SGD,20.82,21
20210531,CHF,30.56,30.81
20210531,JPY,0.2499,0.2539
20210531,ZAR,1.968,2.048
20210531,SEK,3.28,3.38
20210531,NZD,19.96,20.16
20210531,THB,0.8689,0.9089
20210531,EUR,33.5,33.9
20210531,CNY,4.32,4.37
20210528,USD,27.69,27.79
20210528,HKD,3.544,3.604
20210528,GBP,39.18,39.58
20210528,AUD,21.33,21.53
20210528,CAD,22.87,23.07
20210528,SGD,20.88,21.06
20210528,CHF,30.75,31
20210528,JPY,0.2505,0.2545
20210528,ZAR,1.962,2.042
20210528,SEK,3.3,3.4
20210528,NZD,20.02,20.22
20210528,THB,0.8718,0.9118
20210528,EUR,33.61,34.01
20210528,CNY,4.332,4.382
20210527,USD,27.75,27.85
20210527,HKD,3.551,3.611
20210527,GBP,39.08,39.48
20210527,AUD,21.45,21.65
20210527,CAD,22.87,23.07
20210527,SGD,20.92,21.1
20210527,CHF,30.84,31.09
20210527,JPY,0.2529,0.2569
20210527,ZAR,1.989,2.069
20210527,SEK,3.3,3.4
20210527,NZD,20.2,20.4
20210527,THB,0.8747,0.9147
20210527,EUR,33.74,34.14
20210527,CNY,4.338,4.388
20210526,USD,27.75,27.85
20210526,HKD,3.551,3.611
20210526,GBP,39.13,39.53
20210526,AUD,21.52,21.72
20210526,CAD,22.93,23.13
20210526,SGD,20.91,21.09
20210526,CHF,30.92,31.17
20210526,JPY,0.2534,0.2574
20210526,ZAR,1.967,2.047
20210526,SEK,3.31,3.41
20210526,NZD,20.22,20.42
20210526,THB,0.874,0.914
20210526,EUR,33.83,34.23
20210526,CNY,4.327,4.377
20210525,USD,27.805,27.905
20210525,HKD,3.558,3.618
20210525,GBP,39.33,39.73
20210525,AUD,21.52,21.72
20210525,CAD,23.02,23.22
20210525,SGD,20.91,21.09
20210525,CHF,31.02,31.27
20210525,JPY,0.2543,0.2583
20210525,ZAR,1.971,2.051
20210525,SEK,3.33,3.43
20210525,NZD,20.03,20.23
20210525,THB,0.8735,0.9135
20210525,EUR,33.94,34.34
20210525,CNY,4.326,4.376
20210524,USD,27.885,27.985
20210524,HKD,3.567,3.627
20210524,GBP,39.39,39.79
20210524,AUD,21.51,21.71
20210524,CAD,23.07,23.27
20210524,SGD,20.92,21.1
20210524,CHF,30.99,31.24
20210524,JPY,0.2549,0.2589
20210524,ZAR,1.962,2.042
20210524,SEK,3.32,3.42
20210524,NZD,19.97,20.17
20210524,THB,0.8763,0.9163
20210524,EUR,33.88,34.28
20210524,CNY,4.32,4.37
20210521,USD,27.87,27.97
20210521,HKD,3.565,3.625
20210521,GBP,39.41,39.81
20210521,AUD,21.52,21.72
20210521,CAD,23.01,23.21
20210521,SGD,20.87,21.05
20210521,CHF,30.99,31.24
20210521,JPY,0.2549,0.2589
20210521,ZAR,1.955,2.035
20210521,SEK,3.32,3.42
20210521,NZD,19.95,20.15
20210521,THB,0.8743,0.9143
20210521,EUR,33.91,34.31
20210521,CNY,4.312,4.362
20210520,USD,27.945,28.045
20210520,HKD,3.576,3.636
20210520,GBP,39.39,39.79
20210520,AUD,21.62,21.82
20210520,CAD,23.03,23.23
20210520,SGD,20.93,21.11
20210520,CHF,30.96,31.21
20210520,JPY,0.2549,0.2589
20210520,ZAR,1.95,2.03
20210520,SEK,3.32,3.42
20210520,NZD,20.04,20.24
20210520,THB,0.8774,0.9174
20210520,EUR,33.96,34.36
20210520,CNY,4.324,4.374
20210519,USD,27.915,28.015
20210519,HKD,3.571,3.631
20210519,GBP,39.47,39.87
20210519,AUD,21.6,21.8
20210519,CAD,23.06,23.26
20210519,SGD,20.92,21.1
20210519,CHF,30.94,31.19
20210519,JPY,0.2545,0.2585
20210519,ZAR,1.954,2.034
20210519,SEK,3.32,3.42
20210519,NZD,20.07,20.27
20210519,THB,0.8756,0.9156
20210519,EUR,33.98,34.38
20210519,CNY,4.322,4.372
20210518,USD,27.885,27.985
20210518,HKD,3.567,3.627
20210518,GBP,39.49,39.89
20210518,AUD,21.7,21.9
20210518,CAD,23.13,23.33
20210518,SGD,20.93,21.11
20210518,CHF,30.98,31.23
20210518,JPY,0.2545,0.2585
20210518,ZAR,1.951,2.031
20210518,SEK,3.32,3.42
20210518,NZD,20.17,20.37
20210518,THB,0.8736,0.9136
20210518,EUR,33.9,34.3
20210518,CNY,4.322,4.372
20210517,USD,27.985,28.085
20210517,HKD,3.579,3.639
20210517,GBP,39.34,39.74
20210517,AUD,21.63,21.83
20210517,CAD,23.05,23.25
20210517,SGD,20.91,21.09
20210517,CHF,30.93,31.18
20210517,JPY,0.2547,0.2587
20210517,ZAR,1.939,2.019
20210517,SEK,3.31,3.41
20210517,NZD,20.12,20.32
20210517,THB,0.8765,0.9165
20210517,EUR,33.83,34.23
20210517,CNY,4.326,4.376
20210514,USD,27.94,28.04
20210514,HKD,3.573,3.633
20210514,GBP,39.16,39.56
20210514,AUD,21.55,21.75
20210514,CAD,22.95,23.15
20210514,SGD,20.89,21.07
20210514,CHF,30.87,31.12
20210514,JPY,0.2539,0.2579
20210514,ZAR,1.935,2.015
20210514,SEK,3.3,3.4
20210514,NZD,20.03,20.23
20210514,THB,0.8775,0.9175
20210514,EUR,33.71,34.11
20210514,CNY,4.324,4.374
20210513,USD,27.94,28.04
20210513,HKD,3.573,3.633
20210513,GBP,39.14,39.54
20210513,AUD,21.47,21.67
20210513,CAD,22.95,23.15
20210513,SGD,20.88,21.06
20210513,CHF,30.68,30.93
20210513,JPY,0.2533,0.2573
20210513,ZAR,1.943,2.023
20210513,SEK,3.28,3.38
20210513,NZD,19.91,20.11
20210513,THB,0.8775,0.9175
20210513,EUR,33.64,34.04
20210513,CNY,4.31,4.36
20210512,USD,27.87,27.97
20210512,HKD,3.564,3.624
20210512,GBP,39.29,39.69
20210512,AUD,21.7,21.9
20210512,CAD,23,23.2
20210512,SGD,20.94,21.12
20210512,CHF,30.73,30.98
20210512,JPY,0.2547,0.2587
20210512,ZAR,1.955,2.035
20210512,SEK,3.31,3.41
20210512,NZD,20.1,20.3
20210512,THB,0.8804,0.9204
20210512,EUR,33.68,34.08
20210512,CNY,4.31,4.36
20210511,USD,27.87,27.97
20210511,HKD,3.564,3.624
20210511,GBP,39.25,39.65
20210511,AUD,21.76,21.96
20210511,CAD,22.97,23.17
20210511,SGD,20.95,21.13
20210511,CHF,30.78,31.03
20210511,JPY,0.2543,0.2583
20210511,ZAR,1.95,2.03
20210511,SEK,3.3,3.4
20210511,NZD,20.17,20.37
20210511,THB,0.8827,0.9227
20210511,EUR,33.71,34.11
20210511,CNY,4.321,4.371
20210510,USD,27.765,27.865
20210510,HKD,3.551,3.611
20210510,GBP,38.97,39.37
20210510,AUD,21.74,21.94
20210510,CAD,22.87,23.07
20210510,SGD,20.88,21.06
20210510,CHF,30.73,30.98
20210510,JPY,0.2534,0.2574
20210510,ZAR,1.945,2.025
20210510,SEK,3.29,3.39
20210510,NZD,20.15,20.35
20210510,THB,0.8779,0.9179
20210510,EUR,33.6,34
20210510,CNY,4.304,4.354
20210507,USD,27.84,27.94
20210507,HKD,3.56,3.62
20210507,GBP,38.64,39.04
20210507,AUD,21.56,21.76
20210507,CAD,22.8,23
20210507,SGD,20.85,21.03
20210507,CHF,30.57,30.82
20210507,JPY,0.2535,0.2575
20210507,ZAR,1.917,1.997
20210507,SEK,3.27,3.37
20210507,NZD,20.04,20.24
20210507,THB,0.878,0.918
20210507,EUR,33.48,33.88
20210507,CNY,4.292,4.342
20210506,USD,27.92,28.02
20210506,HKD,3.57,3.63
20210506,GBP,38.7,39.1
20210506,AUD,21.54,21.74
20210506,CAD,22.72,22.92
20210506,SGD,20.84,21.02
20210506,CHF,30.56,30.81
20210506,JPY,0.2538,0.2578
20210506,ZAR,1.913,1.993
20210506,SEK,3.25,3.35
20210506,NZD,20.06,20.26
20210506,THB,0.8807,0.9207
20210506,EUR,33.43,33.83
20210506,CNY,4.294,4.344
20210505,USD,27.91,28.01
20210505,HKD,3.569,3.629
20210505,GBP,38.66,39.06
20210505,AUD,21.47,21.67
20210505,CAD,22.65,22.85
20210505,SGD,20.82,21
20210505,CHF,30.38,30.63
20210505,JPY,0.2537,0.2577
20210505,ZAR,1.893,1.973
20210505,SEK,3.25,3.35
20210505,NZD,19.94,20.14
20210505,THB,0.882,0.922
20210505,EUR,33.34,33.74
20210505,CNY,4.282,4.332
20210504,USD,27.885,27.985
20210504,HKD,3.566,3.626
20210504,GBP,38.56,38.96
20210504,AUD,21.46,21.66
20210504,CAD,22.6,22.8
20210504,SGD,20.84,21.02
20210504,CHF,30.41,30.66
20210504,JPY,0.2534,0.2574
20210504,ZAR,1.89,1.97
20210504,SEK,3.26,3.36
20210504,NZD,19.88,20.08
20210504,THB,0.8806,0.9206
20210504,EUR,33.37,33.77
20210504,CNY,4.284,4.334
20210503,USD,27.9,28
20210503,HKD,3.568,3.628
20210503,GBP,38.5,38.9
20210503,AUD,21.48,21.68
20210503,CAD,22.62,22.82
20210503,SGD,20.89,21.07
20210503,CHF,30.48,30.73
20210503,JPY,0.2529,0.2569
20210503,ZAR,1.893,1.973
20210503,SEK,3.26,3.36
20210503,NZD,19.94,20.14
20210503,THB,0.8808,0.9208
20210503,EUR,33.44,33.84
20210503,CNY,4.289,4.339
20210429,USD,27.88,27.98
20210429,HKD,3.567,3.627
20210429,GBP,38.82,39.22
20210429,AUD,21.65,21.85
20210429,CAD,22.61,22.81
20210429,SGD,20.99,21.17
20210429,CHF,30.53,30.78
20210429,JPY,0.2545,0.2585
20210429,ZAR,1.93,2.01
20210429,SEK,3.3,3.4
20210429,NZD,20.17,20.37
20210429,THB,0.8793,0.9193
20210429,EUR,33.64,34.04
20210429,CNY,4.296,4.346
20210428,USD,27.88,27.98
20210428,HKD,3.568,3.628
20210428,GBP,38.57,38.97
20210428,AUD,21.52,21.72
20210428,CAD,22.41,22.61
20210428,SGD,20.96,21.14
20210428,CHF,30.35,30.6
20210428,JPY,0.2543,0.2583
20210428,ZAR,1.897,1.977
20210428,SEK,3.29,3.39
20210428,NZD,20.02,20.22
20210428,THB,0.875,0.915
20210428,EUR,33.52,33.92
20210428,CNY,4.282,4.332
20210427,USD,27.85,27.95
20210427,HKD,3.564,3.624
20210427,GBP,38.55,38.95
20210427,AUD,21.61,21.81
20210427,CAD,22.39,22.59
20210427,SGD,20.95,21.13
20210427,CHF,30.32,30.57
20210427,JPY,0.2556,0.2596
20210427,ZAR,1.91,1.99
20210427,SEK,3.28,3.38
20210427,NZD,20.03,20.23
20210427,THB,0.8739,0.9139
20210427,EUR,33.48,33.88
20210427,CNY,4.28,4.33
20210426,USD,27.9,28
20210426,HKD,3.571,3.631
20210426,GBP,38.74,39.14
20210426,AUD,21.64,21.84
20210426,CAD,22.34,22.54
20210426,SGD,21,21.18
20210426,CHF,30.44,30.69
20210426,JPY,0.2575,0.2615
20210426,ZAR,1.92,2
20210426,SEK,3.29,3.39
20210426,NZD,20.07,20.27
20210426,THB,0.8734,0.9134
20210426,EUR,33.61,34.01
20210426,CNY,4.285,4.335
20210423,USD,28.04,28.14
20210423,HKD,3.588,3.648
20210423,GBP,38.83,39.23
20210423,AUD,21.64,21.84
20210423,CAD,22.42,22.62
20210423,SGD,21.08,21.26
20210423,CHF,30.52,30.77
20210423,JPY,0.2583,0.2623
20210423,ZAR,1.927,2.007
20210423,SEK,3.3,3.4
20210423,NZD,20.09,20.29
20210423,THB,0.8801,0.9201
20210423,EUR,33.67,34.07
20210423,CNY,4.302,4.352
20210422,USD,28.065,28.165
20210422,HKD,3.592,3.652
20210422,GBP,38.95,39.35
20210422,AUD,21.68,21.88
20210422,CAD,22.4,22.6
20210422,SGD,21.09,21.27
20210422,CHF,30.59,30.84
20210422,JPY,0.2586,0.2626
20210422,ZAR,1.929,2.009
20210422,SEK,3.3,3.4
20210422,NZD,20.11,20.31
20210422,THB,0.8823,0.9223
20210422,EUR,33.67,34.07
20210422,CNY,4.31,4.36
20210421,USD,28.09,28.19
20210421,HKD,3.594,3.654
20210421,GBP,39.03,39.43
20210421,AUD,21.61,21.81
20210421,CAD,22.26,22.46
20210421,SGD,21.08,21.26
20210421,CHF,30.53,30.78
20210421,JPY,0.258,0.262
20210421,ZAR,1.926,2.006
20210421,SEK,3.28,3.38
20210421,NZD,20.11,20.31
20210421,THB,0.8837,0.9237
20210421,EUR,33.6,34
20210421,CNY,4.307,4.357
20210420,USD,28.07,28.17
20210420,HKD,3.59,3.65
20210420,GBP,39.15,39.55
20210420,AUD,21.85,22.05
20210420,CAD,22.42,22.62
20210420,SGD,21.12,21.3
20210420,CHF,30.61,30.86
20210420,JPY,0.2575,0.2615
20210420,ZAR,1.934,2.014
20210420,SEK,3.31,3.41
20210420,NZD,20.22,20.42
20210420,THB,0.8854,0.9254
20210420,EUR,33.74,34.14
20210420,CNY,4.307,4.357
20210419,USD,28.135,28.235
20210419,HKD,3.597,3.657
20210419,GBP,38.92,39.32
20210419,AUD,21.78,21.98
20210419,CAD,22.48,22.68
20210419,SGD,21.08,21.26
20210419,CHF,30.61,30.86
20210419,JPY,0.2585,0.2625
20210419,ZAR,1.941,2.021
20210419,SEK,3.31,3.41
20210419,NZD,20.12,20.32
20210419,THB,0.8869,0.9269
20210419,EUR,33.67,34.07
20210419,CNY,4.306,4.356
20210416,USD,28.28,28.38
20210416,HKD,3.617,3.677
20210416,GBP,38.78,39.18
20210416,AUD,21.83,22.03
20210416,CAD,22.54,22.74
20210416,SGD,21.15,21.33
20210416,CHF,30.71,30.96
20210416,JPY,0.2583,0.2623
20210416,ZAR,1.95,2.03
20210416,SEK,3.32,3.42
20210416,NZD,20.19,20.39
20210416,THB,0.8912,0.9312
20210416,EUR,33.76,34.16
20210416,CNY,4.318,4.368
20210415,USD,28.31,28.41
20210415,HKD,3.621,3.681
20210415,GBP,38.93,39.33
20210415,AUD,21.88,22.08
20210415,CAD,22.61,22.81
20210415,SGD,21.16,21.34
20210415,CHF,30.59,30.84
20210415,JPY,0.2586,0.2626
20210415,ZAR,1.937,2.017
20210415,SEK,3.31,3.41
20210415,NZD,20.25,20.45
20210415,THB,0.8944,0.9344
20210415,EUR,33.78,34.18
20210415,CNY,4.314,4.364
20210414,USD,28.385,28.485
20210414,HKD,3.63,3.69
20210414,GBP,39.01,39.41
20210414,AUD,21.73,21.93
20210414,CAD,22.54,22.74
20210414,SGD,21.17,21.35
20210414,CHF,30.76,31.01
20210414,JPY,0.2589,0.2629
20210414,ZAR,1.919,1.999
20210414,SEK,3.3,3.4
20210414,NZD,20.07,20.27
20210414,THB,0.8902,0.9302
20210414,EUR,33.8,34.2
20210414,CNY,4.321,4.371
20210413,USD,28.415,28.515
20210413,HKD,3.631,3.691
20210413,GBP,38.95,39.35
20210413,AUD,21.55,21.75
20210413,CAD,22.52,22.72
20210413,SGD,21.13,21.31
20210413,CHF,30.65,30.9
20210413,JPY,0.2584,0.2624
20210413,ZAR,1.916,1.996
20210413,SEK,3.28,3.38
20210413,NZD,19.88,20.08
20210413,THB,0.8873,0.9273
20210413,EUR,33.69,34.09
20210413,CNY,4.319,4.369
20210412,USD,28.405,28.505
20210412,HKD,3.628,3.688
20210412,GBP,38.89,39.29
20210412,AUD,21.56,21.76
20210412,CAD,22.55,22.75
20210412,SGD,21.12,21.3
20210412,CHF,30.61,30.86
20210412,JPY,0.2581,0.2621
20210412,ZAR,1.901,1.981
20210412,SEK,3.28,3.38
